siteID,year,生物數量,temp,sun,wet,rain
467480,2017,26158,23.73497382,172.7814136,75.98429319,144.0329843
467480,2018,38528,24.8282495,184.6124346,77.79839034,167.1488531
467480,2019,59651,23.85532814,172.9392788,75.66374269,133.4867771
467480,2020,73328,24.3023485,189.0307612,74.86894527,75.81954288
467480,2021,84266,23.10835941,199.8550738,79.81336612,107.773916
467480,2022,62396,22.85517165,172.1107445,83.27061971,102.6827909
467480,2023,28194,22.33334899,188.3198685,82.16251761,80.55213715
467490,2015,6173,24.48243243,168.5405405,72.53153153,177.2743243
467490,2016,8839,22.42808717,133.964891,75.81598063,129.9636804
467490,2017,7456,22.20314136,158.484555,74.30628272,83.39136126
467490,2018,29004,24.87360126,180.8330969,74.57683215,72.90464933
467490,2019,22422,24.09826087,170.861502,76.36205534,157.8640316
467490,2020,40614,24.25443723,190.2908009,72.21158009,82.57738095
467490,2021,32329,23.91368653,193.0959713,72.69205298,125.6997792
467490,2022,25879,23.51099509,176.7928747,75.4963145,118.6142506
467490,2023,13442,23.30451056,170.9820537,72.85220729,112.1420345
467530,2015,837,12.71826923,155.0730769,78.57692308,125.8153846
467530,2016,2198,13.06678832,116.1686131,82.16058394,368.8722628
467530,2017,1097,12.49583333,117.1761905,84.3452381,802.3988095
467530,2018,1620,12.85,136.2490741,86.28240741,219.0662037
467530,2019,1437,11.44413408,129.5776536,86.08938547,225.3692737
467530,2020,759,10.49021739,130.8173913,84.61956522,172.5326087
467530,2021,306,11.57435897,163.3512821,80.46153846,192.4102564
467530,2022,271,12.03170732,127.0317073,86.29268293,217.9878049
467530,2023,563,10.93134328,132.8029851,84.64179104,141.0149254
467540,2015,693,24.965625,147.084375,71.28125,74.896875
467540,2016,792,24.03421053,140.4368421,74.28947368,150.8552632
467540,2017,360,25.27560976,165.1682927,72.3902439,221.4463415
467540,2018,1383,26.06551724,178.408046,73.45977011,205.8425287
467540,2019,392,24.34615385,126.7307692,73.94871795,107.5512821
467540,2020,773,24.34533333,113.5026667,68.38666667,79.71333333
467540,2021,1107,24.01269841,148.7079365,75.36507937,135.7142857
467540,2022,447,22.6,105.656,77.04,90.82
467540,2023,9,24.6,176.1,75.5,314.75
467550,2015,196,6.045454545,200.1363636,67.63636364,27.76363636
467550,2016,180,4.791666667,153.025,76.58333333,179.3
467550,2017,333,2.883333333,138.2444444,79.22222222,215.5222222
467550,2018,227,3.96,188.02,71.7,145.83
467550,2019,1669,4.232075472,163.8433962,76.72327044,265.0056604
467550,2020,200,6.41875,169.3625,81.375,183.21875
467550,2021,230,2.56,231.7466667,65.4,28.63333333
467550,2022,1027,4.985714286,137.8660714,70.94642857,384.1428571
467550,2023,255,6.26875,191.64375,71.375,155.4375
467571,2015,14330,23.39361702,154.8989362,76.88297872,123.5292553
467571,2016,17750,21.09661017,120.1330508,78.75847458,187.940678
467571,2017,21893,22.5370607,144.9722045,74.39936102,87.58753994
467571,2018,22524,23.97092338,168.0587426,73.30451866,112.3618861
467571,2019,43608,23.5610586,156.023724,74.12381853,174.6099244
467571,2020,41224,23.24972678,162.4615301,74.78360656,86.48513661
467571,2021,35994,22.03377404,168.2423077,76.11177885,83.65564904
467571,2022,33557,22.33945783,142.8225904,79.8253012,153.4021084
467571,2023,12036,21.38915663,133.7192771,77.96385542,115.8313253
467590,2015,3072,26.05806452,195.4526882,72,72.92795699
467590,2016,2544,26.55628415,181.5956284,76.10928962,271.5174863
467590,2017,3181,26.19339207,188.8066079,71.65198238,133.1515419
467590,2018,4285,25.646,187.949,73.31666667,180.3366667
467590,2019,7160,25.89912473,171.5146608,77.48140044,171.428884
467590,2020,8380,25.60561331,195.1480249,76.72349272,85.28336798
467590,2021,10515,25.91806982,184.2919918,76.31622177,231.0154004
467590,2022,12242,26.13874346,183.3492147,76.7539267,124.2198953
467590,2023,1312,24.36363636,179.7051948,73.61038961,65.5974026
467610,2015,2265,23.07592593,109.3240741,77.75925926,180.7888889
467610,2016,14336,22.65204678,101.7292398,79.43859649,167.6426901
467610,2017,3357,23.34190476,110.5066667,78.6952381,129.2809524
467610,2018,4592,24.60254237,151.1771186,79.74576271,254.6305085
467610,2019,5403,23.97869822,124.9828402,77.58579882,119.6621302
467610,2020,13622,24.07142857,134.4251553,78.95031056,127.7332298
467610,2021,19259,23.66402878,138.0086331,83.22661871,144.6834532
467610,2022,11199,24.08742331,140.092638,82.73312883,151.4677914
467610,2023,1692,23.56900585,131.1695906,82.58479532,195.9649123
467620,2015,312,23.53125,128.74375,84.125,284.48125
467620,2016,150,22.12666667,97.16333333,82.4,236.6466667
467620,2017,107,21.57333333,101.9333333,82.9,181.3366667
467620,2018,285,23.43541667,132.3479167,83.8125,243.7729167
467620,2019,44,24.34,106.67,92.2,260.79
467620,2020,209,25.77272727,146.4939394,90.24242424,188.6454545
467620,2021,116,24.07777778,111.2888889,93.5,65.61111111
467620,2022,321,24.36268657,85.37910448,94.32835821,286.0447761
467620,2023,328,23.83076923,100.4830769,93.78461538,247.1769231
467650,2015,3195,18.98263473,143.3868263,83.32335329,129.9191617
467650,2016,1284,20.03741935,125.1522581,82.50322581,189.0851613
467650,2017,1439,19.40707547,125.5051887,81.46698113,243.7264151
467650,2018,5641,19.9,132.5196005,79.00124844,153.5886392
467650,2019,7871,19.98758487,131.5955383,78.48496605,201.3836081
467650,2020,13754,20.05947794,134.3564326,79.78247359,149.4496582
467650,2021,8277,18.87159956,159.273123,83.22742111,163.750272
467650,2022,7060,20.15981112,127.9844701,88.12067156,197.3536201
467650,2023,7501,20.07323232,132.9065657,86.71464646,218.5151515
467660,2015,1743,24.83986486,157.7601351,77.45945946,89.83310811
467660,2016,1461,24.45498008,154.4358566,78.6812749,197.4466135
467660,2017,1303,24.81229947,157.0010695,75.07486631,119.4085561
467660,2018,1511,25.69571429,161.7807143,76.85714286,139.0907143
467660,2019,2811,25.33229665,150.8181818,75.78229665,82.73947368
467660,2020,6463,25.35027624,158.8570902,76.77900552,96.38692449
467660,2021,3737,24.52441614,157.9970276,75.4670913,110.1953291
467660,2022,9136,24.87337278,149.9224852,76.6760355,126.489645
467660,2023,2931,24.07492711,144.4189504,75.58892128,95.13848397
467990,2015,9230,22.47029412,137.0726471,83.13235294,90.33323529
467990,2016,6421,21.81093023,138.262093,89.14651163,138.1660465
467990,2017,10162,22.27086614,177.3740157,82.70866142,142.2026247
467990,2018,3616,21.12635135,157.3557432,81.60810811,70.23209459
467990,2019,5029,20.74439141,135.9023866,83.75656325,113.1632458
467990,2020,7639,22.5492515,175.0691617,80.59431138,53.68967066
467990,2021,6109,20.15414747,144.8120968,88.03110599,85.48502304
467990,2022,9566,18.30760967,154.3181737,84.96329454,88.50447628
467990,2023,8572,17.528,124.0084878,92.4595122,120.1370732
(空白),2015,154319,,,,
(空白),2016,171411,,,,
(空白),2017,152706,,,,
(空白),2018,308761,,,,
(空白),2019,344186,,,,
(空白),2020,392877,,,,
(空白),2021,727665,,,,
(空白),2022,914852,,,,
(空白),2023,401278,,,,
