longitude,latitude,altitude,landUse
120.2567732,23.827756,4.010640621,其他利用土地
121.261224,25.075834,34.11920929,交通利用土地
121.5363461,24.9130912,43,水利利用土地
118.4104603,24.4828606,4.766005993,農業利用土地
120.0990629,23.2067591,0.999467254,礦鹽利用土地
121.1825982,25.0145181,75.05966187,農業利用土地
121.8023042,24.723575,1.771356344,農業利用土地
120.1706868,23.326891,0.797752619,水利利用土地
120.6560826,23.7561637,117.2004166,水利利用土地
120.6048739,22.6571161,51.38170242,建築利用土地
120.5120617,23.8675129,32.4920845,交通利用土地
121.470058,25.1182626,-1.596458197,水利利用土地
121.0081172,24.9368021,30.09538078,農業利用土地
121.4487773,24.9853724,7.836555004,遊憩利用土地
118.2463673,24.4304006,12.5785675,遊憩利用土地
120.197469,22.988376,3.408273697,交通利用土地
121.0170436,22.6873796,179.4873047,森林利用土地
121.219818,25.055678,35.30623245,交通利用土地
120.6860756,24.1813021,123.967308,交通利用土地
121.6421619,25.2262663,17.00695801,建築利用土地
121.5318407,23.9045229,47.66686249,公共利用土地
121.0940755,22.8958524,167.6027985,交通利用土地
121.5556097,24.9040318,49,交通利用土地
120.487228,23.473087,64.81484985,公共利用土地
120.4902492,26.3633188,22.1637516,農業利用土地
120.2573833,23.2349133,5.893805504,建築利用土地
120.0656533,23.0715735,1.690679431,森林利用土地
121.22992,24.957149,129.5947266,水利利用土地
120.4864662,23.4715748,59.92757797,公共利用土地
120.6024814,24.2296767,288.6321106,農業利用土地
120.5955968,22.8343018,89.59790039,建築利用土地
121.4294266,23.7159257,133.5406647,水利利用土地
121.4910784,25.0385785,0,水利利用土地
121.5373179,25.020858,6.800579071,公共利用土地
121.537222,24.912417,45.36486816,其他利用土地
121.6898217,25.20394,5.249073982,交通利用土地
121.8076649,24.4510026,7.437487125,農業利用土地
120.5802543,24.3501,12.22935867,交通利用土地
121.500544,25.2684689,28.8365097,農業利用土地
120.465082,22.891949,150.8532715,森林利用土地
120.2146795,23.0007068,18.6203022,公共利用土地
120.5502416,23.6280874,98.36869812,交通利用土地
120.5122,23.8676,32.82529068,建築利用土地
121.509347,25.0319891,10.93287563,遊憩利用土地
118.3235264,24.4727207,5.249474525,農業利用土地
121.4168127,25.1672977,-3.13E-05,其他利用土地
121.4901853,25.1135025,0.00093555,其他利用土地
120.6127549,24.1830316,122.8901749,公共利用土地
120.249935,23.4608872,5.260881424,交通利用土地
120.671662,23.313926,320.5215149,交通利用土地
120.4861332,23.4664713,56.03525543,公共利用土地
120.6212112,23.7263377,129.4405365,交通利用土地
121.536269,24.990368,7.547017097,遊憩利用土地
120.7399607,21.9900889,14.70563984,其他利用土地
120.5575101,23.9552407,25.65642738,建築利用土地
121.5607697,24.9804657,16.75006294,公共利用土地
121.633029,25.2306241,2.132260561,農業利用土地
121.6821751,24.9211283,268.8964539,森林利用土地
120.4526838,23.4751858,33.65949631,交通利用土地
118.4386361,24.433901,10.15420914,公共利用土地
118.3233118,24.4300026,4.618951321,農業利用土地
121.2866983,22.9557433,70.64672089,交通利用土地
120.2832127,22.7408458,1.889604807,交通利用土地
120.1362598,23.0028711,0.907467365,交通利用土地
120.7458221,22.0067958,21.2860775,交通利用土地
120.4870033,23.8570183,30.94044304,交通利用土地
120.5431827,24.1976565,5.156199455,交通利用土地
120.4868262,23.466165,53.75504303,公共利用土地
118.37138,24.449616,14.89802074,水利利用土地
121.5309548,24.9377944,60.28925323,公共利用土地
121.2236,25.1034,6.934967518,交通利用土地
121.4658319,25.1206684,3.6028018,交通利用土地
121.51617,25.04737,2.995377779,交通利用土地
120.756385,23.461309,1035.883911,交通利用土地
121.1484852,22.7661207,18.35040855,公共利用土地
120.902385,24.707486,41.81581116,交通利用土地
120.7422779,21.9776335,15.13533878,水利利用土地
120.26436,22.6142915,16.44976807,森林利用土地
120.5225194,23.4589946,124.1388168,農業利用土地
121.8118572,24.4594553,12.34344292,農業利用土地
120.52318,23.8675,32.329319,農業利用土地
119.5555582,23.6570343,5.407672882,交通利用土地
120.800462,23.8306891,247.5008087,建築利用土地
121.8125663,24.4493123,5.195059776,森林利用土地
120.4863739,24.0663715,7.742577553,農業利用土地
120.905571,24.7819032,0,其他利用土地
120.4712811,23.6752091,34.0634346,建築利用土地
121.5401924,25.0155554,6.737461567,公共利用土地
119.6614311,23.6614103,16.18379211,其他利用土地
121.221759,25.054402,38.40330124,遊憩利用土地
121.5393673,25.0634826,2.095329762,遊憩利用土地
121.924205,25.0113747,5.182384968,其他利用土地
120.5972105,24.2077413,304.6757813,遊憩利用土地
120.4908974,26.3645639,39.22700119,交通利用土地
121.923236,25.0193121,5.362246037,其他利用土地
119.507769,23.269434,37.98482895,森林利用土地
121.4472288,24.9851386,8.084365845,交通利用土地
120.6159541,22.6496259,104.1202164,公共利用土地
121.216083,24.9632787,129.9982147,遊憩利用土地
120.378643,24.0274795,2.8532691,交通利用土地
120.7309699,22.7448789,838.598877,農業利用土地
120.5821658,23.291024,224.7161255,交通利用土地
120.2999875,23.0716544,10.51796436,農業利用土地
120.7104081,24.5425496,145.3724213,交通利用土地
120.2269767,23.493075,3.831363201,交通利用土地
120.7788459,24.281563,279.5514832,交通利用土地
121.491117,23.799389,92.89218903,農業利用土地
120.7359317,21.9840517,14.71844578,水利利用土地
120.6234066,22.412927,51.58874893,森林利用土地
121.8184608,24.6599371,1.594892383,交通利用土地
121.2008071,25.0972586,1.750015259,農業利用土地
120.6795633,24.4919533,13.01923561,交通利用土地
120.492142,26.3598114,51.69856644,交通利用土地
120.7493323,21.9914219,19.30532455,建築利用土地
120.7435112,21.9974296,18.46535492,交通利用土地
120.8009677,23.82747,248.9026337,公共利用土地
120.983144,24.931008,8.814750671,農業利用土地
120.3390992,22.6211613,8.136176109,遊憩利用土地
120.802424,23.8252372,245.6599426,公共利用土地
121.4484202,24.9823026,8.820561409,遊憩利用土地
121.0306638,25.0124967,0,其他利用土地
121.5363,23.88868,31.38864326,公共利用土地
120.203596,22.970461,11.43522835,交通利用土地
120.5752227,22.5517185,26.923172,建築利用土地
120.840921,24.365081,366.1575623,交通利用土地
120.135626,23.2257261,2.632494926,交通利用土地
121.8300664,24.6835499,2.184552908,農業利用土地
120.3072963,23.6648298,7.48506546,農業利用土地
121.6030322,24.106402,43.10799026,森林利用土地
120.346165,23.318248,17.04444885,水利利用土地
120.59865,24.177785,180.5348816,公共利用土地
121.4712596,25.1155348,-1.169533014,遊憩利用土地
121.6187328,23.9821993,26.89798546,交通利用土地
120.5964635,22.6267662,29.20986938,水利利用土地
121.5394842,25.015953,7.963967323,公共利用土地
120.6162851,22.6385756,43.7445488,公共利用土地
120.3418171,23.1830362,25.93864059,農業利用土地
121.4858059,25.0332531,2.533554554,其他利用土地
120.5224184,22.4902869,6.25745821,農業利用土地
120.5559367,22.6367436,27.92413712,農業利用土地
121.5138705,25.131431,139.798233,交通利用土地
121.339956,23.434464,163.8045349,農業利用土地
120.4837987,23.7084475,26.7917614,交通利用土地
120.728289,22.00308,16.47880745,農業利用土地
120.4380972,24.0516999,6.946424961,交通利用土地
121.4884579,25.1293557,-1.664522529,農業利用土地
121.4735985,23.7657082,78.49998474,農業利用土地
120.5526545,22.8970594,48.94035339,農業利用土地
120.5092427,22.6780517,28.77258492,交通利用土地
120.186671,23.45714,2.563796043,其他利用土地
121.2501778,25.1029858,9.896475792,農業利用土地
121.4385688,25.0001386,4.184849739,遊憩利用土地
121.2621814,25.0717301,36.59581375,其他利用土地
120.1384592,23.5057558,1.13478291,森林利用土地
119.9511949,26.1618766,29.94427681,農業利用土地
120.167681,23.3584163,-0.558444202,其他利用土地
121.5643286,25.0360137,6.743917465,公共利用土地
120.9205628,23.8738349,748.9889526,交通利用土地
120.558182,22.4049821,3.126433372,其他利用土地
120.94887,23.980999,427.7195129,建築利用土地
118.410446,24.5192138,0.282034069,水利利用土地
121.429106,25.1790877,32.69882965,遊憩利用土地
120.4243733,23.6985467,23.00695229,交通利用土地
121.8120487,24.7198046,1.290291905,農業利用土地
121.8430191,24.6392743,22.23494339,遊憩利用土地
121.5384167,25.0144996,9.44063282,公共利用土地
122.0018703,25.0133426,9.282191277,建築利用土地
120.484267,23.4669234,54.87237549,公共利用土地
120.2251,22.997389,20.6490593,遊憩利用土地
118.4029949,24.5072555,2.301822901,其他利用土地
121.3501096,23.4192931,86.50124359,交通利用土地
119.5167343,23.2598576,43.42276382,其他利用土地
120.54558,23.612735,114.9476089,建築利用土地
121.5538931,24.8586994,226.7454681,森林利用土地
120.3120859,23.1829571,15.26107597,遊憩利用土地
118.2969598,24.4744299,12.21306705,交通利用土地
121.147421,25.033595,61.34549713,農業利用土地
120.55343,23.831495,45.35354614,水利利用土地
121.5325443,25.1001429,8.187997818,交通利用土地
120.3756523,23.330198,22.46539307,交通利用土地
120.2586037,23.0068198,10.31405926,公共利用土地
120.259426,23.647138,7.570221901,交通利用土地
120.5204034,23.7736387,44.21040344,建築利用土地
118.412051,24.469824,21.63389397,農業利用土地
119.9355125,25.9760321,121.5620956,公共利用土地
120.3135914,23.3959124,14.11157608,交通利用土地
120.3024414,22.6398241,4.528388977,建築利用土地
121.5600152,25.0785588,5.253312111,建築利用土地
121.531339,25.0296815,4.871694088,遊憩利用土地
120.4607865,23.4581214,35.44551849,公共利用土地
121.5413436,25.0468852,3.207428694,交通利用土地
120.6114721,22.6445117,91.81774902,公共利用土地
121.550439,24.98273,15.21342182,交通利用土地
121.5351733,25.0261537,7.193984985,交通利用土地
121.4235951,24.98666,11.03821564,建築利用土地
121.4356935,25.1583176,1.211336851,遊憩利用土地
120.6348259,23.7268922,192.1522064,農業利用土地
120.4421136,22.6506824,14.48777199,遊憩利用土地
120.48425,23.47149,59.05433273,公共利用土地
121.0306867,24.9542885,37.64131546,農業利用土地
120.165651,23.314505,0.700989306,其他利用土地
120.9564471,23.9800325,437.2749023,建築利用土地
120.165119,23.484657,1.589217663,交通利用土地
120.6638378,24.1541498,83.27135468,遊憩利用土地
118.3021116,24.4579904,5.485992432,水利利用土地
120.1229083,23.2661021,1.46800077,遊憩利用土地
121.489563,22.6607496,220.0480652,森林利用土地
121.8272523,24.7113576,1.374547482,其他利用土地
120.4509483,23.4749984,31.71285629,遊憩利用土地
120.3703845,23.4623999,18.37307739,水利利用土地
120.5460069,24.3104351,0,水利利用土地
118.3123469,24.4707091,1.484401107,水利利用土地
121.5367443,23.6519637,16.54239655,交通利用土地
121.4461537,25.205652,57.86647034,建築利用土地
120.7426389,24.1827026,172.8281403,水利利用土地
121.1916262,25.0494007,35.82794952,農業利用土地
121.9184268,25.0159652,10.18112469,交通利用土地
119.9602661,26.165685,51.60980225,公共利用土地
121.5398226,25.1131676,7.855076313,交通利用土地
120.4860614,26.3668741,0,遊憩利用土地
120.187332,23.007762,3.086585283,遊憩利用土地
121.811353,24.836469,2.050406218,交通利用土地
120.3106892,22.7330049,22.84020424,遊憩利用土地
120.5119407,23.4594277,103.876976,水利利用土地
120.9693992,23.9435543,459.4333496,農業利用土地
120.147833,23.507595,1.236206055,遊憩利用土地
120.29438,22.895372,19.88051033,建築利用土地
121.267057,22.984771,96.50974274,農業利用土地
121.5920314,25.0431763,11.69458675,遊憩利用土地
121.16041,25.03233,65.97818756,農業利用土地
121.7966008,24.8246191,1.262234449,農業利用土地
121.0236311,23.1862037,1029.196533,建築利用土地
120.3146014,22.5540466,1.503065944,交通利用土地
121.4902563,25.1132329,1.138046265,其他利用土地
120.258406,23.761214,5.33985424,水利利用土地
120.478863,22.515348,3.289775133,農業利用土地
120.5870508,23.2976322,232.558197,遊憩利用土地
121.1692911,24.9779949,115.6653137,水利利用土地
121.6327456,25.2331803,0.653349698,農業利用土地
119.6721377,23.2564257,5.929165363,其他利用土地
120.2131316,23.3329666,2.953717947,農業利用土地
121.5361476,25.0299282,7.129139423,遊憩利用土地
120.2345346,22.976762,26.5238266,交通利用土地
120.1239682,23.2671496,3.138051033,遊憩利用土地
121.1818432,25.0900798,0.784872353,水利利用土地
120.910635,24.8110443,1.927120447,其他利用土地
120.99632,23.9768367,507.2565308,公共利用土地
121.6098534,23.9657393,10.50926018,遊憩利用土地
121.4248634,25.1813713,2.550569773,公共利用土地
121.5524769,25.0695845,2.749995232,交通利用土地
120.2079391,22.9847874,16.95916176,公共利用土地
120.471102,23.6748526,32.35245895,交通利用土地
119.9778554,25.9665045,25.14120102,其他利用土地
120.5081964,22.711075,31.27017975,其他利用土地
121.4097473,25.1667169,-0.056653153,其他利用土地
121.208239,25.084658,9.79012394,交通利用土地
121.5547273,23.9861595,55.46454239,交通利用土地
120.283829,23.872359,1.215324044,水利利用土地
121.5699649,24.9823334,16.7374897,遊憩利用土地
120.2864227,22.6592831,3.613895655,遊憩利用土地
120.3552105,24.0119141,4.109726429,水利利用土地
120.9175068,24.793566,3.25066328,其他利用土地
120.376296,22.6158463,22.39332008,公共利用土地
121.5541559,23.8943173,29.15565109,交通利用土地
120.574683,23.596294,322.348938,公共利用土地
121.2339527,25.0972187,13.01203442,農業利用土地
120.4623562,23.4765272,38.90885162,遊憩利用土地
120.2079821,22.9847874,16.99690247,公共利用土地
121.5628946,25.0367766,7.191925526,遊憩利用土地
120.9196016,24.8249477,3.823885679,交通利用土地
120.471,23.6750933,33.23192978,其他利用土地
121.5458835,23.8988932,39.01274109,公共利用土地
121.2546859,25.0784719,29.2451973,農業利用土地
120.2280072,22.9495554,19.33210945,森林利用土地
120.235367,23.005872,23.94718552,交通利用土地
121.5953775,24.0205219,15.16320992,交通利用土地
120.6824836,23.7601327,149.3739777,其他利用土地
121.5548117,25.0704824,2.24425745,交通利用土地
118.4083579,24.4699536,9.40964222,農業利用土地
121.19792,25.08236,8.397861481,農業利用土地
120.50406,23.663315,41.55597687,交通利用土地
121.4232481,24.9735514,5.774722576,遊憩利用土地
121.8333864,24.5211676,17.88224983,公共利用土地
120.604777,22.6574332,51.02051926,交通利用土地
121.177587,25.082468,2.029046297,交通利用土地
120.1689076,23.3340742,-0.068306945,其他利用土地
121.5626043,25.0429705,5.526127338,遊憩利用土地
120.433363,23.46733,31.94623756,交通利用土地
120.5125462,23.8681948,32.68559265,交通利用土地
120.3686571,23.6309213,12.5337553,農業利用土地
121.6406733,25.2311614,0,水利利用土地
118.3092141,24.4282589,0.249998093,水利利用土地
118.2231045,24.4146215,4.286144257,水利利用土地
121.587688,23.960251,21.97981071,建築利用土地
120.7354938,24.1624923,136.5674133,交通利用土地
120.0870786,23.2110724,0,水利利用土地
120.1475332,23.5110876,1.330435991,交通利用土地
121.3683701,24.9426197,35.42697144,公共利用土地
120.6455843,24.1599537,79.75376129,遊憩利用土地
121.255031,25.07752,31.33426476,交通利用土地
120.8431721,24.1312452,737.0571289,森林利用土地
121.2245813,25.1044555,6.493665695,農業利用土地
120.6051827,22.6573051,52.95244598,建築利用土地
121.4914781,25.0306087,2.544469595,公共利用土地
120.4248031,23.9767233,8.492460251,水利利用土地
121.5319308,25.009881,4.696133137,遊憩利用土地
121.6060781,23.9370198,0,水利利用土地
120.5422539,23.9098979,30.79481316,交通利用土地
121.1027455,25.0193121,50.57769012,水利利用土地
120.5740317,22.5909483,16.74848366,水利利用土地
120.106844,23.2577924,2.487696409,交通利用土地
120.2284715,23.4627807,6.0034585,交通利用土地
121.252019,25.105556,8.727517128,水利利用土地
121.4577029,24.9774358,17.15490532,交通利用土地
121.4506119,25.0898159,-1.089808106,遊憩利用土地
120.7984843,23.8350239,234.7092438,水利利用土地
121.200206,25.085431,7.127390385,水利利用土地
120.1985689,22.8832641,3.241742611,遊憩利用土地
119.9745591,26.2183949,15.30254745,農業利用土地
121.2513076,25.1002216,5.067810059,水利利用土地
121.2984244,24.9628727,118.1247711,交通利用土地
121.553065,25.0205902,7.657756329,交通利用土地
121.801815,24.8037467,1.638419509,水利利用土地
120.1473,23.513,1.115892172,交通利用土地
120.321784,23.251273,15.385746,交通利用土地
120.904563,23.83333,643.7782593,農業利用土地
120.524495,23.42982,103.1483841,交通利用土地
120.6289494,24.1355386,47.73302841,其他利用土地
120.2212965,23.0148498,18.1459713,公共利用土地
120.7403819,24.1805372,159.3459778,水利利用土地
120.5009528,23.5797907,65.25267792,交通利用土地
120.1989933,23.7209358,1.733402967,水利利用土地
121.041026,24.9862,22.38259697,建築利用土地
120.4710913,23.6749026,32.72966003,交通利用土地
120.653251,24.051379,44.03622437,建築利用土地
120.2358549,23.4399421,4.845825195,建築利用土地
120.4685426,22.4716254,-0.199882701,農業利用土地
120.3149386,23.2091711,15.92277813,農業利用土地
120.4930916,23.6517561,34.80786133,水利利用土地
121.6054861,24.0764528,20.82465744,交通利用土地
120.6504833,24.217574,131.8071442,交通利用土地
121.662619,24.143456,3.930958271,建築利用土地
121.8161899,24.7238375,1.93563962,農業利用土地
118.3843803,24.4471496,23.72730446,農業利用土地
120.3244967,23.9606867,1.129434228,農業利用土地
118.4380941,24.4510114,24.70951843,其他利用土地
120.557549,24.3257274,6.910951138,水利利用土地
121.465229,25.110433,0,遊憩利用土地
118.3348532,24.4500867,15.90230083,交通利用土地
118.4225321,24.4354287,26.70267105,公共利用土地
121.6187596,25.0537095,9.247944832,公共利用土地
121.5021908,25.0154426,0,水利利用土地
120.422654,22.817678,309.4558411,森林利用土地
120.6878329,24.5035547,14.43199444,建築利用土地
120.4805581,22.4326576,2.745083809,其他利用土地
120.584295,23.314998,253.7698822,森林利用土地
120.134242,23.489903,-0.58920598,水利利用土地
121.224143,25.092493,16.18771362,交通利用土地
120.4893994,22.4390356,0.357018471,其他利用土地
120.2078319,22.9818736,18.82595444,交通利用土地
121.8276462,24.7250998,3.241961002,交通利用土地
118.2916403,24.4703732,3.750005484,農業利用土地
121.469229,25.1195062,1.286084175,交通利用土地
120.525335,23.6539333,50.20483398,農業利用土地
121.5594701,25.0784969,5.251013756,建築利用土地
120.452671,23.494186,32.05292511,交通利用土地
120.627261,23.303657,260.3401794,農業利用土地
118.2288659,24.4208641,4.249948978,水利利用土地
118.4257722,24.4395702,18.79891205,水利利用土地
120.61614,23.7968,83.8019104,水利利用土地
121.2022716,25.0761732,15.1126976,水利利用土地
120.709368,24.494805,21.45300674,交通利用土地
121.5945554,25.0443944,11.1025362,農業利用土地
120.6680477,23.5390792,1037.207642,交通利用土地
121.2487595,25.0725899,34.64727783,農業利用土地
120.5432367,23.2416714,240.6303101,森林利用土地
121.1054947,23.9708959,859.5564575,農業利用土地
120.2063584,22.9839857,18.06865311,公共利用土地
120.2110326,22.9699482,19.8214798,交通利用土地
120.2518764,22.8255327,11.92843151,其他利用土地
120.4331442,22.513735,4.043086052,農業利用土地
120.1666,23.0226,0.111150526,水利利用土地
120.2675061,23.2203866,1.954020143,水利利用土地
121.258003,25.090675,18.47174263,其他利用土地
120.6335203,24.314475,88.17619324,農業利用土地
120.671627,23.538821,1038.160767,森林利用土地
120.3601518,24.0075873,4.419672012,遊憩利用土地
120.7309892,24.1123742,81.59233093,交通利用土地
121.5107149,25.0303705,4.75,公共利用土地
120.8018034,23.8297574,251.913559,交通利用土地
120.473943,22.4349468,4.058920383,建築利用土地
121.5227365,25.0170177,-0.000274858,水利利用土地
118.241284,24.43245,8.725794792,農業利用土地
120.0811565,23.1036423,1.540415287,水利利用土地
120.4369105,23.7540206,26.37765884,農業利用土地
121.5531861,24.9797387,6,交通利用土地
120.3522858,22.9288102,50.21025467,交通利用土地
121.3250631,25.0040703,109.7978058,公共利用土地
121.5693101,25.0731249,4.25,遊憩利用土地
120.5228,23.8781,32.09162903,交通利用土地
121.5442879,22.0477718,346.1067505,森林利用土地
120.72068,22.07971,8.648216248,農業利用土地
120.4936189,23.7345429,35.39565659,建築利用土地
121.7410167,24.746813,8.133573532,農業利用土地
120.435896,23.471664,31.05068016,交通利用土地
121.189754,25.0235108,65.4478302,農業利用土地
121.6242501,25.0820698,21.44544983,森林利用土地
121.3792411,24.4282082,1149.136475,農業利用土地
121.2034936,25.0763985,14.93532085,交通利用土地
120.6051287,22.4903341,43.08310318,交通利用土地
120.4711438,23.6748713,32.54375076,交通利用土地
121.6983715,25.2122382,3.980200052,遊憩利用土地
120.528647,23.213727,144.2467651,交通利用土地
120.586255,23.298627,230.7460632,交通利用土地
120.596956,22.6449276,40.97740173,農業利用土地
118.244683,24.43046,10.80938435,其他利用土地
120.837924,24.5683305,36.17941284,交通利用土地
120.347371,23.568498,12.81669712,交通利用土地
121.86662,24.5823,2.130816221,交通利用土地
121.5189868,25.0542116,0.546791911,遊憩利用土地
120.104833,23.202907,1.815241575,交通利用土地
121.2308377,25.0938636,16.25009346,水利利用土地
120.2850366,22.7781204,2.179611683,水利利用土地
120.1845805,23.7294413,1.036494374,水利利用土地
120.8401782,21.9906966,8.021879196,建築利用土地
120.2534713,23.0383194,13.56895733,交通利用土地
120.2611971,22.6190024,0,水利利用土地
120.6052279,22.6404717,64.39945221,公共利用土地
118.4233446,24.5125991,5.61152935,農業利用土地
120.3435087,23.1662449,18.24682426,農業利用土地
121.4982234,25.0175647,3.829631805,農業利用土地
120.3027906,22.9285634,24.06908989,農業利用土地
121.5993619,23.9362118,7.962705612,遊憩利用土地
121.472006,23.76204,80.39736176,交通利用土地
120.4451,22.534147,6.079116344,農業利用土地
120.4852313,26.3597826,3.236501932,其他利用土地
121.2593436,25.0386135,63.14842224,農業利用土地
120.9218217,24.8394814,22.79802132,交通利用土地
120.7939026,21.9516783,21.62412071,交通利用土地
120.122225,23.519451,1.826666474,水利利用土地
121.4151458,25.0022541,8.090923309,公共利用土地
120.356752,23.705682,15.05922604,公共利用土地
118.3019185,24.4576388,4.180225849,其他利用土地
120.4885986,26.367375,41.41057587,交通利用土地
119.935789,26.146499,35.28440094,其他利用土地
121.113627,24.9876581,79.68468475,農業利用土地
120.5345518,24.1067958,15.39654827,建築利用土地
120.195445,23.443788,1.546674609,交通利用土地
121.363468,24.93777,41.20630264,交通利用土地
121.8127911,24.7199065,1.251241922,農業利用土地
121.2188075,25.0831684,16.22530174,交通利用土地
120.0369644,23.0760995,0,水利利用土地
120.6836503,24.4171457,58.01603699,建築利用土地
120.537471,23.673605,52.94649506,公共利用土地
120.2310396,23.015165,20.86993027,公共利用土地
120.6485087,24.2584528,178.5390015,遊憩利用土地
120.5225569,23.4233469,129.7190247,建築利用土地
119.6468455,23.5984321,2.267471075,水利利用土地
120.4003301,23.6263747,14.77063751,農業利用土地
120.602748,22.79615,65.77662659,交通利用土地
120.47102,23.6748577,32.36531067,交通利用土地
120.3093159,22.9259864,25.26843071,農業利用土地
120.1469833,23.3532322,0.263508648,其他利用土地
119.5981153,23.6670525,16.10203743,交通利用土地
120.2072625,22.98487,17.03678513,公共利用土地
118.3344929,24.4501529,16.04603577,交通利用土地
119.6687725,23.2563481,11.15637875,森林利用土地
120.2281972,22.983035,22.91322708,公共利用土地
121.5393923,25.0624615,1.278607607,交通利用土地
120.446914,23.464642,36.23995209,交通利用土地
120.4477732,23.4813926,32.71855164,遊憩利用土地
120.66387,24.029016,63.16114426,水利利用土地
121.260232,25.078426,31.08490562,交通利用土地
120.759235,24.5652775,65.67121124,交通利用土地
120.4977036,23.8410181,32.10411835,遊憩利用土地
120.462058,23.479971,34.14314651,交通利用土地
120.838906,21.9472077,69.92498016,其他利用土地
120.20704,22.982855,17.53869629,公共利用土地
120.934366,24.013102,492.9437866,交通利用土地
121.3883834,23.4469459,95.78161621,交通利用土地
120.6939738,24.2135501,159.5346069,交通利用土地
120.44996,23.47834,33.74332047,建築利用土地
120.2075958,22.9830589,17.07709122,公共利用土地
121.5086167,23.9338083,137.2949371,水利利用土地
118.3099866,24.4761716,4.624611378,遊憩利用土地
120.446062,23.675266,27.48649597,其他利用土地
120.4655164,23.4578041,38.13963318,建築利用土地
118.4085095,24.5083148,3.629283905,水利利用土地
118.414478,24.44169,21.81007767,交通利用土地
121.5511596,24.9996123,11.3388052,遊憩利用土地
120.2828962,23.0813958,4.589669228,水利利用土地
121.2259863,25.0276516,68.99787903,農業利用土地
120.3079701,22.686829,10.24688435,交通利用土地
121.3006883,23.3019967,158.6754761,水利利用土地
121.5150547,25.0415737,2.332656622,遊憩利用土地
120.3576899,22.6920084,17.95275879,交通利用土地
120.7017085,24.2446609,194.8110199,農業利用土地
120.4831433,23.46913,61.27453995,公共利用土地
120.5586929,23.9571217,25.58708763,建築利用土地
118.4562528,24.4760564,1.131669044,水利利用土地
118.3368373,24.4696474,2.210225582,水利利用土地
121.4584313,25.0580805,0.890259624,遊憩利用土地
121.5589246,25.0754331,2.497097492,遊憩利用土地
120.2733045,22.7529479,3.034766197,水利利用土地
121.2245286,25.1040861,7.142949104,水利利用土地
120.988775,23.950833,459.1984253,建築利用土地
120.5367029,23.4422261,136.2043457,農業利用土地
120.484317,23.471441,56.95438766,公共利用土地
121.219095,25.083185,16.59710693,交通利用土地
120.747892,21.9951773,19.66748238,建築利用土地
121.2233377,25.0899131,16.88202667,農業利用土地
121.3240653,23.0198859,76.15986633,公共利用土地
121.8033171,24.4488295,5.176232815,水利利用土地
120.462794,23.436519,32.25024033,農業利用土地
121.5119353,25.119974,5.111073017,公共利用土地
120.3062976,23.2833353,9.920502663,交通利用土地
120.2381474,22.7967102,3.452129364,水利利用土地
120.6755304,24.1213752,55.62866211,公共利用土地
121.5453771,25.0236633,6.427313805,公共利用土地
120.3053794,22.6463961,4.029131413,遊憩利用土地
121.2486545,25.1075524,1.900246382,水利利用土地
121.4480032,25.0535944,0.028904522,建築利用土地
